FileName,MarvinFileName,AlexFileName,AlexCount,MarvinCount,Mean,Difference
nCO1 Lithium 5-4 38 pt78.jpg,eggs3countnCO1 Lithium 5-4 38 pt78.jpg,eggs2countnCO1 Lithium 5-4 38 pt78.jpg,2,3,2.5,1
ACO1 Lithium 5-4 9 pt79.jpg,eggs1countACO1 Lithium 5-4 9 pt79.jpg,eggs1countACO1 Lithium 5-4 9 pt79.jpg,1,1,1.0,0
AO1 Control 5-4 46 pt3.jpg,eggs1countAO1 Control 5-4 46 pt3.jpg,eggs0countAO1 Control 5-4 46 pt3.jpg,0,1,0.5,1
nCO1 Control 5-4 27 pt74.jpg,eggs1countnCO1 Control 5-4 27 pt74.jpg,eggs1countnCO1 Control 5-4 27 pt74.jpg,1,1,1.0,0
nCO1 Lithium 5-4 29 pt35.jpg,eggs3countnCO1 Lithium 5-4 29 pt35.jpg,eggs2countnCO1 Lithium 5-4 29 pt35.jpg,2,3,2.5,1
CO1 Lithium 5-4 28 pt59.jpg,eggs2countCO1 Lithium 5-4 28 pt59.jpg,eggs2countCO1 Lithium 5-4 28 pt59.jpg,2,2,2.0,0
CO1 Lithium 5-4 36 pt25.jpg,eggs1countCO1 Lithium 5-4 36 pt25.jpg,eggs1countCO1 Lithium 5-4 36 pt25.jpg,1,1,1.0,0
CO1 Lithium 5-4 22 pt52.jpg,eggs9countCO1 Lithium 5-4 22 pt52.jpg,eggs0countCO1 Lithium 5-4 22 pt52.jpg,0,9,4.5,9
CO1 Lithium 5-4 41 pt37.jpg,eggs4countCO1 Lithium 5-4 41 pt37.jpg,eggs3countCO1 Lithium 5-4 41 pt37.jpg,3,4,3.5,1
AO1 Lithium 5-4 10 pt25.jpg,eggs3countAO1 Lithium 5-4 10 pt25.jpg,eggs2countAO1 Lithium 5-4 10 pt25.jpg,2,3,2.5,1
CO1 Control 5-4 40 pt59.jpg,eggs2countCO1 Control 5-4 40 pt59.jpg,eggs1countCO1 Control 5-4 40 pt59.jpg,1,2,1.5,1
nCO1 Lithium 5-4 13 pt29.jpg,eggs3countnCO1 Lithium 5-4 13 pt29.jpg,eggs1countnCO1 Lithium 5-4 13 pt29.jpg,1,3,2.0,2
AO1 Control 5-4 16 pt24.jpg,eggs1countAO1 Control 5-4 16 pt24.jpg,eggs0countAO1 Control 5-4 16 pt24.jpg,0,1,0.5,1
ACO1 Control 5-4 36 pt64.jpg,eggs3countACO1 Control 5-4 36 pt64.jpg,eggs2countACO1 Control 5-4 36 pt64.jpg,2,3,2.5,1
CO1 Lithium 5-4 20 pt67.jpg,eggs1countCO1 Lithium 5-4 20 pt67.jpg,eggs0countCO1 Lithium 5-4 20 pt67.jpg,0,1,0.5,1
CO1 Lithium 5-4 20 pt68.jpg,eggs3countCO1 Lithium 5-4 20 pt68.jpg,eggs3countCO1 Lithium 5-4 20 pt68.jpg,3,3,3.0,0
nCO1 Lithium 5-4 17 pt24.jpg,eggs2countnCO1 Lithium 5-4 17 pt24.jpg,eggs2countnCO1 Lithium 5-4 17 pt24.jpg,2,2,2.0,0
CO1 Control 5-4 14 pt67.jpg,eggs2countCO1 Control 5-4 14 pt67.jpg,eggs2countCO1 Control 5-4 14 pt67.jpg,2,2,2.0,0
nCO1 Lithium 5-4 19 pt7.jpg,eggs1countnCO1 Lithium 5-4 19 pt7.jpg,eggs0countnCO1 Lithium 5-4 19 pt7.jpg,0,1,0.5,1
nCO1 Lithium 5-4 39 pt58.jpg,eggs1countnCO1 Lithium 5-4 39 pt58.jpg,eggs1countnCO1 Lithium 5-4 39 pt58.jpg,1,1,1.0,0
nCO1 Control 5-4 11 pt53.jpg,eggs2countnCO1 Control 5-4 11 pt53.jpg,eggs2countnCO1 Control 5-4 11 pt53.jpg,2,2,2.0,0
CO1 Control 5-4 49 pt73.jpg,eggs3countCO1 Control 5-4 49 pt73.jpg,eggs0countCO1 Control 5-4 49 pt73.jpg,0,3,1.5,3
nCO1 Lithium 5-4 38 pt5.jpg,eggs2countnCO1 Lithium 5-4 38 pt5.jpg,eggs1countnCO1 Lithium 5-4 38 pt5.jpg,1,2,1.5,1
nCO1 Lithium 5-4 31 pt42.jpg,eggs1countnCO1 Lithium 5-4 31 pt42.jpg,eggs2countnCO1 Lithium 5-4 31 pt42.jpg,2,1,1.5,-1
CO1 Control 5-4 46 pt25.jpg,eggs1countCO1 Control 5-4 46 pt25.jpg,eggs0countCO1 Control 5-4 46 pt25.jpg,0,1,0.5,1
AO1 Control 5-4 44 pt84.jpg,eggs3countAO1 Control 5-4 44 pt84.jpg,eggs2countAO1 Control 5-4 44 pt84.jpg,2,3,2.5,1
CO1 Control 5-4 35 pt75.jpg,eggs1countCO1 Control 5-4 35 pt75.jpg,eggs1countCO1 Control 5-4 35 pt75.jpg,1,1,1.0,0
CO1 Control 5-4 3 pt67.jpg,eggs1countCO1 Control 5-4 3 pt67.jpg,eggs0countCO1 Control 5-4 3 pt67.jpg,0,1,0.5,1
CO1 Lithium 5-4 11 pt76.jpg,eggs2countCO1 Lithium 5-4 11 pt76.jpg,eggs2countCO1 Lithium 5-4 11 pt76.jpg,2,2,2.0,0
ACO1 Control 5-4 25 pt42.jpg,eggs3countACO1 Control 5-4 25 pt42.jpg,eggs3countACO1 Control 5-4 25 pt42.jpg,3,3,3.0,0
ACO1 Lithium 5-4 48 pt68.jpg,eggs2countACO1 Lithium 5-4 48 pt68.jpg,eggs2countACO1 Lithium 5-4 48 pt68.jpg,2,2,2.0,0
nCO1 Control 5-4 6 pt5.jpg,eggs2countnCO1 Control 5-4 6 pt5.jpg,eggs1countnCO1 Control 5-4 6 pt5.jpg,1,2,1.5,1
nCO1 Control 5-4 44 pt44.jpg,eggs1countnCO1 Control 5-4 44 pt44.jpg,eggs1countnCO1 Control 5-4 44 pt44.jpg,1,1,1.0,0
nCO1 Control 5-4 25 pt34.jpg,eggs1countnCO1 Control 5-4 25 pt34.jpg,eggs1countnCO1 Control 5-4 25 pt34.jpg,1,1,1.0,0
CO1 Control 5-4 26 pt14.jpg,eggs4countCO1 Control 5-4 26 pt14.jpg,eggs3countCO1 Control 5-4 26 pt14.jpg,3,4,3.5,1
nCO1 Lithium 5-4 9 pt52.jpg,eggs1countnCO1 Lithium 5-4 9 pt52.jpg,eggs0countnCO1 Lithium 5-4 9 pt52.jpg,0,1,0.5,1
ACO1 Lithium 5-4 25 pt83.jpg,eggs1countACO1 Lithium 5-4 25 pt83.jpg,eggs1countACO1 Lithium 5-4 25 pt83.jpg,1,1,1.0,0
nCO1 Lithium 5-4 18 pt65.jpg,eggs1countnCO1 Lithium 5-4 18 pt65.jpg,eggs0countnCO1 Lithium 5-4 18 pt65.jpg,0,1,0.5,1
CO1 Control 5-4 38 pt49.jpg,eggs2countCO1 Control 5-4 38 pt49.jpg,eggs2countCO1 Control 5-4 38 pt49.jpg,2,2,2.0,0
CO1 Control 5-4 14 pt77.jpg,eggs3countCO1 Control 5-4 14 pt77.jpg,eggs2countCO1 Control 5-4 14 pt77.jpg,2,3,2.5,1
nCO1 Lithium 5-4 23 pt23.jpg,eggs2countnCO1 Lithium 5-4 23 pt23.jpg,eggs2countnCO1 Lithium 5-4 23 pt23.jpg,2,2,2.0,0
nCO1 Lithium 5-4 23 pt32.jpg,eggs4countnCO1 Lithium 5-4 23 pt32.jpg,eggs5countnCO1 Lithium 5-4 23 pt32.jpg,5,4,4.5,-1
nCO1 Control 5-4 12 pt54.jpg,eggs1countnCO1 Control 5-4 12 pt54.jpg,eggs1countnCO1 Control 5-4 12 pt54.jpg,1,1,1.0,0
CO1 Lithium 5-4 12 pt85.jpg,eggs3countCO1 Lithium 5-4 12 pt85.jpg,eggs2countCO1 Lithium 5-4 12 pt85.jpg,2,3,2.5,1
ACO1 Lithium 5-4 48 pt24.jpg,eggs3countACO1 Lithium 5-4 48 pt24.jpg,eggs3countACO1 Lithium 5-4 48 pt24.jpg,3,3,3.0,0
CO1 Lithium 5-4 9 pt46.jpg,eggs1countCO1 Lithium 5-4 9 pt46.jpg,eggs1countCO1 Lithium 5-4 9 pt46.jpg,1,1,1.0,0
nCO1 Lithium 5-4 10 pt44.jpg,eggs3countnCO1 Lithium 5-4 10 pt44.jpg,eggs3countnCO1 Lithium 5-4 10 pt44.jpg,3,3,3.0,0
CO1 Control 5-4 42 pt17.jpg,eggs2countCO1 Control 5-4 42 pt17.jpg,eggs2countCO1 Control 5-4 42 pt17.jpg,2,2,2.0,0
CO1 Lithium 5-4 37 pt38.jpg,eggs1countCO1 Lithium 5-4 37 pt38.jpg,eggs1countCO1 Lithium 5-4 37 pt38.jpg,1,1,1.0,0
nCO1 Control 5-4 17 pt63.jpg,eggs2countnCO1 Control 5-4 17 pt63.jpg,eggs2countnCO1 Control 5-4 17 pt63.jpg,2,2,2.0,0
nCO1 Lithium 5-4 45 pt87.jpg,eggs5countnCO1 Lithium 5-4 45 pt87.jpg,eggs5countnCO1 Lithium 5-4 45 pt87.jpg,5,5,5.0,0
CO1 Control 5-4 12 pt23.jpg,eggs3countCO1 Control 5-4 12 pt23.jpg,eggs3countCO1 Control 5-4 12 pt23.jpg,3,3,3.0,0
nCO1 Lithium 5-4 14 pt68.jpg,eggs1countnCO1 Lithium 5-4 14 pt68.jpg,eggs1countnCO1 Lithium 5-4 14 pt68.jpg,1,1,1.0,0
nCO1 Control 5-4 34 pt65.jpg,eggs2countnCO1 Control 5-4 34 pt65.jpg,eggs2countnCO1 Control 5-4 34 pt65.jpg,2,2,2.0,0
CO1 Lithium 5-4 17 pt29.jpg,eggs2countCO1 Lithium 5-4 17 pt29.jpg,eggs1countCO1 Lithium 5-4 17 pt29.jpg,1,2,1.5,1
nCO1 Lithium 5-4 8 pt76.jpg,eggs2countnCO1 Lithium 5-4 8 pt76.jpg,eggs0countnCO1 Lithium 5-4 8 pt76.jpg,0,2,1.0,2
CO1 Lithium 5-4 26 pt26.jpg,eggs1countCO1 Lithium 5-4 26 pt26.jpg,eggs0countCO1 Lithium 5-4 26 pt26.jpg,0,1,0.5,1
CO1 Lithium 5-4 11 pt62.jpg,eggs2countCO1 Lithium 5-4 11 pt62.jpg,eggs2countCO1 Lithium 5-4 11 pt62.jpg,2,2,2.0,0
CO1 Control 5-4 40 pt56.jpg,eggs2countCO1 Control 5-4 40 pt56.jpg,eggs2countCO1 Control 5-4 40 pt56.jpg,2,2,2.0,0
nCO1 Lithium 5-4 4 pt46.jpg,eggs1countnCO1 Lithium 5-4 4 pt46.jpg,eggs1countnCO1 Lithium 5-4 4 pt46.jpg,1,1,1.0,0
CO1 Lithium 5-4 35 pt26.jpg,eggs1countCO1 Lithium 5-4 35 pt26.jpg,eggs1countCO1 Lithium 5-4 35 pt26.jpg,1,1,1.0,0
nCO1 Control 5-4 17 pt17.jpg,eggs1countnCO1 Control 5-4 17 pt17.jpg,eggs1countnCO1 Control 5-4 17 pt17.jpg,1,1,1.0,0
ACO1 Lithium 5-4 18 pt23.jpg,eggs1countACO1 Lithium 5-4 18 pt23.jpg,eggs1countACO1 Lithium 5-4 18 pt23.jpg,1,1,1.0,0
CO1 Control 5-4 35 pt26.jpg,eggs7countCO1 Control 5-4 35 pt26.jpg,eggs4countCO1 Control 5-4 35 pt26.jpg,4,7,5.5,3
nCO1 Lithium 5-4 7 pt59.jpg,eggs1countnCO1 Lithium 5-4 7 pt59.jpg,eggs1countnCO1 Lithium 5-4 7 pt59.jpg,1,1,1.0,0
CO1 Lithium 5-4 29 pt45.jpg,eggs2countCO1 Lithium 5-4 29 pt45.jpg,eggs2countCO1 Lithium 5-4 29 pt45.jpg,2,2,2.0,0
AO1 Control 5-4 3 pt58.jpg,eggs2countAO1 Control 5-4 3 pt58.jpg,eggs2countAO1 Control 5-4 3 pt58.jpg,2,2,2.0,0
nCO1 Lithium 5-4 28 pt68.jpg,eggs1countnCO1 Lithium 5-4 28 pt68.jpg,eggs1countnCO1 Lithium 5-4 28 pt68.jpg,1,1,1.0,0
AO1 Control 5-4 34 pt45.jpg,eggs3countAO1 Control 5-4 34 pt45.jpg,eggs2countAO1 Control 5-4 34 pt45.jpg,2,3,2.5,1
AO1 Control 5-4 11 pt36.jpg,eggs1countAO1 Control 5-4 11 pt36.jpg,eggs1countAO1 Control 5-4 11 pt36.jpg,1,1,1.0,0
nCO1 Control 5-4 11 pt56.jpg,eggs2countnCO1 Control 5-4 11 pt56.jpg,eggs1countnCO1 Control 5-4 11 pt56.jpg,1,2,1.5,1
CO1 Lithium 5-4 37 pt17.jpg,eggs3countCO1 Lithium 5-4 37 pt17.jpg,eggs2countCO1 Lithium 5-4 37 pt17.jpg,2,3,2.5,1
CO1 Control 5-4 30 pt84.jpg,eggs2countCO1 Control 5-4 30 pt84.jpg,eggs2countCO1 Control 5-4 30 pt84.jpg,2,2,2.0,0
nCO1 Lithium 5-4 24 pt83.jpg,eggs2countnCO1 Lithium 5-4 24 pt83.jpg,eggs2countnCO1 Lithium 5-4 24 pt83.jpg,2,2,2.0,0
nCO1 Lithium 5-4 21 pt53.jpg,eggs1countnCO1 Lithium 5-4 21 pt53.jpg,eggs1countnCO1 Lithium 5-4 21 pt53.jpg,1,1,1.0,0
ACO1 Lithium 5-4 24 pt86.jpg,eggs1countACO1 Lithium 5-4 24 pt86.jpg,eggs1countACO1 Lithium 5-4 24 pt86.jpg,1,1,1.0,0
AO1 Control 5-4 44 pt76.jpg,eggs1countAO1 Control 5-4 44 pt76.jpg,eggs1countAO1 Control 5-4 44 pt76.jpg,1,1,1.0,0
CO1 Control 5-4 10 pt59.jpg,eggs3countCO1 Control 5-4 10 pt59.jpg,eggs1countCO1 Control 5-4 10 pt59.jpg,1,3,2.0,2
CO1 Lithium 5-4 37 pt68.jpg,eggs1countCO1 Lithium 5-4 37 pt68.jpg,eggs1countCO1 Lithium 5-4 37 pt68.jpg,1,1,1.0,0
CO1 Control 5-4 44 pt44.jpg,eggs3countCO1 Control 5-4 44 pt44.jpg,eggs2countCO1 Control 5-4 44 pt44.jpg,2,3,2.5,1
CO1 Control 5-4 45 pt58.jpg,eggs3countCO1 Control 5-4 45 pt58.jpg,eggs3countCO1 Control 5-4 45 pt58.jpg,3,3,3.0,0
CO1 Lithium 5-4 47 pt14.jpg,eggs2countCO1 Lithium 5-4 47 pt14.jpg,eggs2countCO1 Lithium 5-4 47 pt14.jpg,2,2,2.0,0
ACO1 Lithium 5-4 13 pt64.jpg,eggs1countACO1 Lithium 5-4 13 pt64.jpg,eggs1countACO1 Lithium 5-4 13 pt64.jpg,1,1,1.0,0
CO1 Lithium 5-4 46 pt27.jpg,eggs1countCO1 Lithium 5-4 46 pt27.jpg,eggs0countCO1 Lithium 5-4 46 pt27.jpg,0,1,0.5,1
nCO1 Lithium 5-4 6 pt86.jpg,eggs2countnCO1 Lithium 5-4 6 pt86.jpg,eggs0countnCO1 Lithium 5-4 6 pt86.jpg,0,2,1.0,2
nCO1 Control 5-4 29 pt69.jpg,eggs3countnCO1 Control 5-4 29 pt69.jpg,eggs5countnCO1 Control 5-4 29 pt69.jpg,5,3,4.0,-2
nCO1 Lithium 5-4 20 pt16.jpg,eggs1countnCO1 Lithium 5-4 20 pt16.jpg,eggs0countnCO1 Lithium 5-4 20 pt16.jpg,0,1,0.5,1
nCO1 Lithium 5-4 50 pt78.jpg,eggs6countnCO1 Lithium 5-4 50 pt78.jpg,eggs6countnCO1 Lithium 5-4 50 pt78.jpg,6,6,6.0,0
ACO1 Lithium 5-4 11 pt13.jpg,eggs2countACO1 Lithium 5-4 11 pt13.jpg,eggs2countACO1 Lithium 5-4 11 pt13.jpg,2,2,2.0,0
nCO1 Control 5-4 33 pt58.jpg,eggs2countnCO1 Control 5-4 33 pt58.jpg,eggs2countnCO1 Control 5-4 33 pt58.jpg,2,2,2.0,0
CO1 Lithium 5-4 48 pt41.jpg,eggs2countCO1 Lithium 5-4 48 pt41.jpg,eggs2countCO1 Lithium 5-4 48 pt41.jpg,2,2,2.0,0
AO1 Control 5-4 3 pt64.jpg,eggs3countAO1 Control 5-4 3 pt64.jpg,eggs0countAO1 Control 5-4 3 pt64.jpg,0,3,1.5,3
CO1 Lithium 5-4 33 pt38.jpg,eggs1countCO1 Lithium 5-4 33 pt38.jpg,eggs2countCO1 Lithium 5-4 33 pt38.jpg,2,1,1.5,-1
nCO1 Control 5-4 33 pt24.jpg,eggs4countnCO1 Control 5-4 33 pt24.jpg,eggs4countnCO1 Control 5-4 33 pt24.jpg,4,4,4.0,0
CO1 Lithium 5-4 24 pt62.jpg,eggs4countCO1 Lithium 5-4 24 pt62.jpg,eggs3countCO1 Lithium 5-4 24 pt62.jpg,3,4,3.5,1
CO1 Control 5-4 10 pt80.jpg,eggs1countCO1 Control 5-4 10 pt80.jpg,eggs0countCO1 Control 5-4 10 pt80.jpg,0,1,0.5,1
nCO1 Lithium 5-4 18 pt78.jpg,eggs1countnCO1 Lithium 5-4 18 pt78.jpg,eggs1countnCO1 Lithium 5-4 18 pt78.jpg,1,1,1.0,0
CO1 Control 5-4 45 pt56.jpg,eggs2countCO1 Control 5-4 45 pt56.jpg,eggs2countCO1 Control 5-4 45 pt56.jpg,2,2,2.0,0
nCO1 Control 5-4 46 pt62.jpg,eggs4countnCO1 Control 5-4 46 pt62.jpg,eggs0countnCO1 Control 5-4 46 pt62.jpg,0,4,2.0,4
ACO1 Control 5-4 15 pt35.jpg,eggs2countACO1 Control 5-4 15 pt35.jpg,eggs2countACO1 Control 5-4 15 pt35.jpg,2,2,2.0,0
CO1 Lithium 5-4 32 pt57.jpg,eggs3countCO1 Lithium 5-4 32 pt57.jpg,eggs0countCO1 Lithium 5-4 32 pt57.jpg,0,3,1.5,3
CO1 Lithium 5-4 31 pt38.jpg,eggs3countCO1 Lithium 5-4 31 pt38.jpg,eggs2countCO1 Lithium 5-4 31 pt38.jpg,2,3,2.5,1
nCO1 Control 5-4 22 pt26.jpg,eggs1countnCO1 Control 5-4 22 pt26.jpg,eggs0countnCO1 Control 5-4 22 pt26.jpg,0,1,0.5,1
nCO1 Lithium 5-4 16 pt17.jpg,eggs4countnCO1 Lithium 5-4 16 pt17.jpg,eggs4countnCO1 Lithium 5-4 16 pt17.jpg,4,4,4.0,0
nCO1 Control 5-4 24 pt22.jpg,eggs1countnCO1 Control 5-4 24 pt22.jpg,eggs0countnCO1 Control 5-4 24 pt22.jpg,0,1,0.5,1
nCO1 Lithium 5-4 26 pt56.jpg,eggs1countnCO1 Lithium 5-4 26 pt56.jpg,eggs1countnCO1 Lithium 5-4 26 pt56.jpg,1,1,1.0,0
ACO1 Lithium 5-4 13 pt52.jpg,eggs3countACO1 Lithium 5-4 13 pt52.jpg,eggs2countACO1 Lithium 5-4 13 pt52.jpg,2,3,2.5,1
nCO1 Control 5-4 43 pt66.jpg,eggs2countnCO1 Control 5-4 43 pt66.jpg,eggs2countnCO1 Control 5-4 43 pt66.jpg,2,2,2.0,0
nCO1 Lithium 5-4 27 pt85.jpg,eggs8countnCO1 Lithium 5-4 27 pt85.jpg,eggs7countnCO1 Lithium 5-4 27 pt85.jpg,7,8,7.5,1
nCO1 Lithium 5-4 18 pt17.jpg,eggs3countnCO1 Lithium 5-4 18 pt17.jpg,eggs2countnCO1 Lithium 5-4 18 pt17.jpg,2,3,2.5,1
nCO1 Control 5-4 33 pt16.jpg,eggs1countnCO1 Control 5-4 33 pt16.jpg,eggs1countnCO1 Control 5-4 33 pt16.jpg,1,1,1.0,0
ACO1 Control 5-4 15 pt52.jpg,eggs1countACO1 Control 5-4 15 pt52.jpg,eggs1countACO1 Control 5-4 15 pt52.jpg,1,1,1.0,0
ACO1 Lithium 5-4 6 pt35.jpg,eggs2countACO1 Lithium 5-4 6 pt35.jpg,eggs2countACO1 Lithium 5-4 6 pt35.jpg,2,2,2.0,0
CO1 Control 5-4 36 pt66.jpg,eggs1countCO1 Control 5-4 36 pt66.jpg,eggs1countCO1 Control 5-4 36 pt66.jpg,1,1,1.0,0
ACO1 Control 5-4 36 pt35.jpg,eggs1countACO1 Control 5-4 36 pt35.jpg,eggs0countACO1 Control 5-4 36 pt35.jpg,0,1,0.5,1
nCO1 Lithium 5-4 36 pt28.jpg,eggs6countnCO1 Lithium 5-4 36 pt28.jpg,eggs6countnCO1 Lithium 5-4 36 pt28.jpg,6,6,6.0,0
CO1 Lithium 5-4 15 pt52.jpg,eggs3countCO1 Lithium 5-4 15 pt52.jpg,eggs3countCO1 Lithium 5-4 15 pt52.jpg,3,3,3.0,0
ACO1 Control 5-4 38 pt87.jpg,eggs1countACO1 Control 5-4 38 pt87.jpg,eggs0countACO1 Control 5-4 38 pt87.jpg,0,1,0.5,1
CO1 Lithium 5-4 35 pt27.jpg,eggs1countCO1 Lithium 5-4 35 pt27.jpg,eggs0countCO1 Lithium 5-4 35 pt27.jpg,0,1,0.5,1
nCO1 Lithium 5-4 12 pt86.jpg,eggs3countnCO1 Lithium 5-4 12 pt86.jpg,eggs1countnCO1 Lithium 5-4 12 pt86.jpg,1,3,2.0,2
nCO1 Lithium 5-4 40 pt51.jpg,eggs3countnCO1 Lithium 5-4 40 pt51.jpg,eggs1countnCO1 Lithium 5-4 40 pt51.jpg,1,3,2.0,2
AO1 Control 5-4 48 pt31.jpg,eggs2countAO1 Control 5-4 48 pt31.jpg,eggs0countAO1 Control 5-4 48 pt31.jpg,0,2,1.0,2
nCO1 Lithium 5-4 8 pt14.jpg,eggs1countnCO1 Lithium 5-4 8 pt14.jpg,eggs1countnCO1 Lithium 5-4 8 pt14.jpg,1,1,1.0,0
nCO1 Control 5-4 43 pt47.jpg,eggs2countnCO1 Control 5-4 43 pt47.jpg,eggs2countnCO1 Control 5-4 43 pt47.jpg,2,2,2.0,0
CO1 Lithium 5-4 5 pt73.jpg,eggs1countCO1 Lithium 5-4 5 pt73.jpg,eggs1countCO1 Lithium 5-4 5 pt73.jpg,1,1,1.0,0
CO1 Lithium 5-4 38 pt65.jpg,eggs3countCO1 Lithium 5-4 38 pt65.jpg,eggs3countCO1 Lithium 5-4 38 pt65.jpg,3,3,3.0,0
CO1 Control 5-4 39 pt25.jpg,eggs5countCO1 Control 5-4 39 pt25.jpg,eggs4countCO1 Control 5-4 39 pt25.jpg,4,5,4.5,1
nCO1 Control 5-4 18 pt42.jpg,eggs3countnCO1 Control 5-4 18 pt42.jpg,eggs3countnCO1 Control 5-4 18 pt42.jpg,3,3,3.0,0
nCO1 Control 5-4 13 pt54.jpg,eggs2countnCO1 Control 5-4 13 pt54.jpg,eggs2countnCO1 Control 5-4 13 pt54.jpg,2,2,2.0,0
nCO1 Control 5-4 37 pt75.jpg,eggs1countnCO1 Control 5-4 37 pt75.jpg,eggs0countnCO1 Control 5-4 37 pt75.jpg,0,1,0.5,1
nCO1 Control 5-4 23 pt75.jpg,eggs1countnCO1 Control 5-4 23 pt75.jpg,eggs1countnCO1 Control 5-4 23 pt75.jpg,1,1,1.0,0
CO1 Control 5-4 39 pt38.jpg,eggs3countCO1 Control 5-4 39 pt38.jpg,eggs3countCO1 Control 5-4 39 pt38.jpg,3,3,3.0,0
nCO1 Control 5-4 39 pt44.jpg,eggs1countnCO1 Control 5-4 39 pt44.jpg,eggs1countnCO1 Control 5-4 39 pt44.jpg,1,1,1.0,0
ACO1 Control 5-4 19 pt54.jpg,eggs1countACO1 Control 5-4 19 pt54.jpg,eggs1countACO1 Control 5-4 19 pt54.jpg,1,1,1.0,0
CO1 Lithium 5-4 47 pt32.jpg,eggs1countCO1 Lithium 5-4 47 pt32.jpg,eggs1countCO1 Lithium 5-4 47 pt32.jpg,1,1,1.0,0
ACO1 Lithium 5-4 27 pt64.jpg,eggs2countACO1 Lithium 5-4 27 pt64.jpg,eggs2countACO1 Lithium 5-4 27 pt64.jpg,2,2,2.0,0
ACO1 Control 5-4 21 pt67.jpg,eggs3countACO1 Control 5-4 21 pt67.jpg,eggs3countACO1 Control 5-4 21 pt67.jpg,3,3,3.0,0
CO1 Control 5-4 12 pt5.jpg,eggs1countCO1 Control 5-4 12 pt5.jpg,eggs1countCO1 Control 5-4 12 pt5.jpg,1,1,1.0,0
ACO1 Lithium 5-4 3 pt24.jpg,eggs2countACO1 Lithium 5-4 3 pt24.jpg,eggs2countACO1 Lithium 5-4 3 pt24.jpg,2,2,2.0,0
AO1 Lithium 5-4 29 pt84.jpg,eggs3countAO1 Lithium 5-4 29 pt84.jpg,eggs0countAO1 Lithium 5-4 29 pt84.jpg,0,3,1.5,3
AO1 Lithium 5-4 42 pt56.jpg,eggs1countAO1 Lithium 5-4 42 pt56.jpg,eggs1countAO1 Lithium 5-4 42 pt56.jpg,1,1,1.0,0
ACO1 Control 5-4 46 pt58.jpg,eggs2countACO1 Control 5-4 46 pt58.jpg,eggs2countACO1 Control 5-4 46 pt58.jpg,2,2,2.0,0
ACO1 Lithium 5-4 19 pt63.jpg,eggs1countACO1 Lithium 5-4 19 pt63.jpg,eggs0countACO1 Lithium 5-4 19 pt63.jpg,0,1,0.5,1
CO1 Control 5-4 44 pt77.jpg,eggs6countCO1 Control 5-4 44 pt77.jpg,eggs6countCO1 Control 5-4 44 pt77.jpg,6,6,6.0,0
CO1 Control 5-4 45 pt47.jpg,eggs2countCO1 Control 5-4 45 pt47.jpg,eggs1countCO1 Control 5-4 45 pt47.jpg,1,2,1.5,1
AO1 Control 5-4 43 pt24.jpg,eggs2countAO1 Control 5-4 43 pt24.jpg,eggs2countAO1 Control 5-4 43 pt24.jpg,2,2,2.0,0
ACO1 Control 5-4 9 pt69.jpg,eggs2countACO1 Control 5-4 9 pt69.jpg,eggs1countACO1 Control 5-4 9 pt69.jpg,1,2,1.5,1
AO1 Control 5-4 6 pt14.jpg,eggs1countAO1 Control 5-4 6 pt14.jpg,eggs1countAO1 Control 5-4 6 pt14.jpg,1,1,1.0,0
nCO1 Lithium 5-4 50 pt88.jpg,eggs2countnCO1 Lithium 5-4 50 pt88.jpg,eggs0countnCO1 Lithium 5-4 50 pt88.jpg,0,2,1.0,2
nCO1 Lithium 5-4 14 pt35.jpg,eggs2countnCO1 Lithium 5-4 14 pt35.jpg,eggs3countnCO1 Lithium 5-4 14 pt35.jpg,3,2,2.5,-1
ACO1 Control 5-4 17 pt85.jpg,eggs1countACO1 Control 5-4 17 pt85.jpg,eggs1countACO1 Control 5-4 17 pt85.jpg,1,1,1.0,0
AO1 Lithium 5-4 26 pt57.jpg,eggs2countAO1 Lithium 5-4 26 pt57.jpg,eggs2countAO1 Lithium 5-4 26 pt57.jpg,2,2,2.0,0
CO1 Control 5-4 36 pt38.jpg,eggs5countCO1 Control 5-4 36 pt38.jpg,eggs4countCO1 Control 5-4 36 pt38.jpg,4,5,4.5,1
CO1 Lithium 5-4 32 pt16.jpg,eggs3countCO1 Lithium 5-4 32 pt16.jpg,eggs3countCO1 Lithium 5-4 32 pt16.jpg,3,3,3.0,0
AO1 Control 5-4 15 pt48.jpg,eggs1countAO1 Control 5-4 15 pt48.jpg,eggs1countAO1 Control 5-4 15 pt48.jpg,1,1,1.0,0
AO1 Control 5-4 34 pt75.jpg,eggs2countAO1 Control 5-4 34 pt75.jpg,eggs2countAO1 Control 5-4 34 pt75.jpg,2,2,2.0,0
AO1 Control 5-4 6 pt17.jpg,eggs3countAO1 Control 5-4 6 pt17.jpg,eggs3countAO1 Control 5-4 6 pt17.jpg,3,3,3.0,0
CO1 Lithium 5-4 15 pt32.jpg,eggs1countCO1 Lithium 5-4 15 pt32.jpg,eggs1countCO1 Lithium 5-4 15 pt32.jpg,1,1,1.0,0
ACO1 Lithium 5-4 19 pt78.jpg,eggs1countACO1 Lithium 5-4 19 pt78.jpg,eggs1countACO1 Lithium 5-4 19 pt78.jpg,1,1,1.0,0
