RootImage,FileName,PrimaryFileName,SecondaryFileName,PrimaryCount,SecondaryCount,BotCount,Mean,PrimaryDiff,SecondaryDiff,BotDiff
CO1 Lithium 5-1 47,CO1 Lithium 5-1 47 pt74.jpg,eggs7countCO1 Lithium 5-1 47 pt74.jpg,eggs4countCO1 Lithium 5-1 47 pt74.jpg,7,4,5,5.5,1.5,1.5,0.5
CO1 Control 5-1 18,CO1 Control 5-1 18 pt28.jpg,eggs4countCO1 Control 5-1 18 pt28.jpg,eggs3countCO1 Control 5-1 18 pt28.jpg,4,3,4,3.5,0.5,0.5,0.5
AO1 Control 5-1 21,AO1 Control 5-1 21 pt63.jpg,eggs1countAO1 Control 5-1 21 pt63.jpg,eggs1countAO1 Control 5-1 21 pt63.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Control 5-1 48,ACO1 Control 5-1 48 pt66.jpg,eggs0countACO1 Control 5-1 48 pt66.jpg,eggs1countACO1 Control 5-1 48 pt66.jpg,0,1,0,0.5,0.5,0.5,0.5
NCO1 Control 5-1 25,NCO1 Control 5-1 25 pt53.jpg,eggs1countNCO1 Control 5-1 25 pt53.jpg,eggs1countNCO1 Control 5-1 25 pt53.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 8,CO1 Lithium 5-1 8 pt28.jpg,eggs5countCO1 Lithium 5-1 8 pt28.jpg,eggs5countCO1 Lithium 5-1 8 pt28.jpg,5,5,5,5.0,0.0,0.0,0.0
NCO1 Lithium 5-1 33,NCO1 Lithium 5-1 33 pt65.jpg,eggs3countNCO1 Lithium 5-1 33 pt65.jpg,eggs2countNCO1 Lithium 5-1 33 pt65.jpg,3,2,2,2.5,0.5,0.5,0.5
CO1 Lithium 5-1 28,CO1 Lithium 5-1 28 pt75.jpg,eggs6countCO1 Lithium 5-1 28 pt75.jpg,eggs5countCO1 Lithium 5-1 28 pt75.jpg,6,5,4,5.5,0.5,0.5,1.5
NCO1 Control 5-1 22,NCO1 Control 5-1 22 pt21.jpg,eggs2countNCO1 Control 5-1 22 pt21.jpg,eggs2countNCO1 Control 5-1 22 pt21.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 40,NCO1 Lithium 5-1 40 pt49.jpg,eggs1countNCO1 Lithium 5-1 40 pt49.jpg,eggs1countNCO1 Lithium 5-1 40 pt49.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Control 5-1 25,ACO1 Control 5-1 25 pt72.jpg,eggs3countACO1 Control 5-1 25 pt72.jpg,eggs1countACO1 Control 5-1 25 pt72.jpg,3,1,2,2.0,1.0,1.0,0.0
ACO1 Lithium 5-1 44,ACO1 Lithium 5-1 44 pt59.jpg,eggs3countACO1 Lithium 5-1 44 pt59.jpg,eggs2countACO1 Lithium 5-1 44 pt59.jpg,3,2,3,2.5,0.5,0.5,0.5
ACO1 Control 5-1 39,ACO1 Control 5-1 39 pt62.jpg,eggs1countACO1 Control 5-1 39 pt62.jpg,eggs1countACO1 Control 5-1 39 pt62.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 44,NCO1 Lithium 5-1 44 pt78.jpg,eggs2countNCO1 Lithium 5-1 44 pt78.jpg,eggs2countNCO1 Lithium 5-1 44 pt78.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Lithium 5-1 41,CO1 Lithium 5-1 41 pt53.jpg,eggs3countCO1 Lithium 5-1 41 pt53.jpg,eggs3countCO1 Lithium 5-1 41 pt53.jpg,3,3,2,3.0,0.0,0.0,1.0
CO1 Lithium 5-1 1,CO1 Lithium 5-1 1 pt34.jpg,eggs1countCO1 Lithium 5-1 1 pt34.jpg,eggs1countCO1 Lithium 5-1 1 pt34.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 11,CO1 Lithium 5-1 11 pt33.jpg,eggs1countCO1 Lithium 5-1 11 pt33.jpg,eggs1countCO1 Lithium 5-1 11 pt33.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 23,ACO1 Lithium 5-1 23 pt36.jpg,eggs1countACO1 Lithium 5-1 23 pt36.jpg,eggs1countACO1 Lithium 5-1 23 pt36.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 44,NCO1 Lithium 5-1 44 pt87.jpg,eggs4countNCO1 Lithium 5-1 44 pt87.jpg,eggs3countNCO1 Lithium 5-1 44 pt87.jpg,4,3,3,3.5,0.5,0.5,0.5
CO1 Lithium 5-1 30,CO1 Lithium 5-1 30 pt28.jpg,eggs6countCO1 Lithium 5-1 30 pt28.jpg,eggs6countCO1 Lithium 5-1 30 pt28.jpg,6,6,4,6.0,0.0,0.0,2.0
AO1 Control 5-1 37,AO1 Control 5-1 37 pt46.jpg,eggs1countAO1 Control 5-1 37 pt46.jpg,eggs1countAO1 Control 5-1 37 pt46.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 11,NCO1 Control 5-1 11 pt51.jpg,eggs4countNCO1 Control 5-1 11 pt51.jpg,eggs3countNCO1 Control 5-1 11 pt51.jpg,4,3,4,3.5,0.5,0.5,0.5
CO1 Control 5-1 18,CO1 Control 5-1 18 pt22.jpg,eggs11countCO1 Control 5-1 18 pt22.jpg,eggs7countCO1 Control 5-1 18 pt22.jpg,11,7,4,9.0,2.0,2.0,5.0
CO1 Lithium 5-1 49,CO1 Lithium 5-1 49 pt43.jpg,eggs6countCO1 Lithium 5-1 49 pt43.jpg,eggs4countCO1 Lithium 5-1 49 pt43.jpg,6,4,6,5.0,1.0,1.0,1.0
ACO1 Lithium 5-1 15,ACO1 Lithium 5-1 15 pt57.jpg,eggs2countACO1 Lithium 5-1 15 pt57.jpg,eggs1countACO1 Lithium 5-1 15 pt57.jpg,2,1,1,1.5,0.5,0.5,0.5
AO1 Control 5-1 43,AO1 Control 5-1 43 pt67.jpg,eggs1countAO1 Control 5-1 43 pt67.jpg,eggs1countAO1 Control 5-1 43 pt67.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 25,CO1 Control 5-1 25 pt72.jpg,eggs5countCO1 Control 5-1 25 pt72.jpg,eggs3countCO1 Control 5-1 25 pt72.jpg,5,3,4,4.0,1.0,1.0,0.0
CO1 Control 5-1 35,CO1 Control 5-1 35 pt14.jpg,eggs5countCO1 Control 5-1 35 pt14.jpg,eggs4countCO1 Control 5-1 35 pt14.jpg,5,4,6,4.5,0.5,0.5,1.5
NCO1 Lithium 5-1 38,NCO1 Lithium 5-1 38 pt65.jpg,eggs4countNCO1 Lithium 5-1 38 pt65.jpg,eggs4countNCO1 Lithium 5-1 38 pt65.jpg,4,4,4,4.0,0.0,0.0,0.0
CO1 Lithium 5-1 13,CO1 Lithium 5-1 13 pt46.jpg,eggs2countCO1 Lithium 5-1 13 pt46.jpg,eggs2countCO1 Lithium 5-1 13 pt46.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Control 5-1 41,NCO1 Control 5-1 41 pt7.jpg,eggs3countNCO1 Control 5-1 41 pt7.jpg,eggs1countNCO1 Control 5-1 41 pt7.jpg,3,1,2,2.0,1.0,1.0,0.0
NCO1 Lithium 5-1 27,NCO1 Lithium 5-1 27 pt6.jpg,eggs10countNCO1 Lithium 5-1 27 pt6.jpg,eggs5countNCO1 Lithium 5-1 27 pt6.jpg,10,5,6,7.5,2.5,2.5,1.5
NCO1 Lithium 5-1 40,NCO1 Lithium 5-1 40 pt23.jpg,eggs5countNCO1 Lithium 5-1 40 pt23.jpg,eggs4countNCO1 Lithium 5-1 40 pt23.jpg,5,4,5,4.5,0.5,0.5,0.5
AO1 Lithium 5-1 14,AO1 Lithium 5-1 14 pt57.jpg,eggs1countAO1 Lithium 5-1 14 pt57.jpg,eggs1countAO1 Lithium 5-1 14 pt57.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 34,ACO1 Lithium 5-1 34 pt85.jpg,eggs1countACO1 Lithium 5-1 34 pt85.jpg,eggs1countACO1 Lithium 5-1 34 pt85.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 6,NCO1 Lithium 5-1 6 pt6.jpg,eggs7countNCO1 Lithium 5-1 6 pt6.jpg,eggs6countNCO1 Lithium 5-1 6 pt6.jpg,7,6,4,6.5,0.5,0.5,2.5
NCO1 Lithium 5-1 36,NCO1 Lithium 5-1 36 pt85.jpg,eggs12countNCO1 Lithium 5-1 36 pt85.jpg,eggs14countNCO1 Lithium 5-1 36 pt85.jpg,12,14,10,13.0,1.0,1.0,3.0
ACO1 Lithium 5-1 37,ACO1 Lithium 5-1 37 pt49.jpg,eggs1countACO1 Lithium 5-1 37 pt49.jpg,eggs1countACO1 Lithium 5-1 37 pt49.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 43,AO1 Control 5-1 43 pt52.jpg,eggs1countAO1 Control 5-1 43 pt52.jpg,eggs1countAO1 Control 5-1 43 pt52.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 7,CO1 Lithium 5-1 7 pt25.jpg,eggs2countCO1 Lithium 5-1 7 pt25.jpg,eggs1countCO1 Lithium 5-1 7 pt25.jpg,2,1,0,1.5,0.5,0.5,1.5
ACO1 Lithium 5-1 36,ACO1 Lithium 5-1 36 pt17.jpg,eggs2countACO1 Lithium 5-1 36 pt17.jpg,eggs1countACO1 Lithium 5-1 36 pt17.jpg,2,1,2,1.5,0.5,0.5,0.5
ACO1 Control 5-1 14,ACO1 Control 5-1 14 pt13.jpg,eggs2countACO1 Control 5-1 14 pt13.jpg,eggs2countACO1 Control 5-1 14 pt13.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 45,NCO1 Lithium 5-1 45 pt39.jpg,eggs1countNCO1 Lithium 5-1 45 pt39.jpg,eggs1countNCO1 Lithium 5-1 45 pt39.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 2,AO1 Control 5-1 2 pt26.jpg,eggs1countAO1 Control 5-1 2 pt26.jpg,eggs1countAO1 Control 5-1 2 pt26.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 44,CO1 Control 5-1 44 pt68.jpg,eggs1countCO1 Control 5-1 44 pt68.jpg,eggs1countCO1 Control 5-1 44 pt68.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 14,CO1 Lithium 5-1 14 pt16.jpg,eggs2countCO1 Lithium 5-1 14 pt16.jpg,eggs2countCO1 Lithium 5-1 14 pt16.jpg,2,2,3,2.0,0.0,0.0,1.0
AO1 Lithium 5-1 26,AO1 Lithium 5-1 26 pt24.jpg,eggs1countAO1 Lithium 5-1 26 pt24.jpg,eggs1countAO1 Lithium 5-1 26 pt24.jpg,1,1,2,1.0,0.0,0.0,1.0
NCO1 Lithium 5-1 2,NCO1 Lithium 5-1 2 pt35.jpg,eggs2countNCO1 Lithium 5-1 2 pt35.jpg,eggs2countNCO1 Lithium 5-1 2 pt35.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Control 5-1 42,CO1 Control 5-1 42 pt17.jpg,eggs2countCO1 Control 5-1 42 pt17.jpg,eggs2countCO1 Control 5-1 42 pt17.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 34,NCO1 Lithium 5-1 34 pt26.jpg,eggs2countNCO1 Lithium 5-1 34 pt26.jpg,eggs2countNCO1 Lithium 5-1 34 pt26.jpg,2,2,1,2.0,0.0,0.0,1.0
CO1 Lithium 5-1 40,CO1 Lithium 5-1 40 pt28.jpg,eggs1countCO1 Lithium 5-1 40 pt28.jpg,eggs1countCO1 Lithium 5-1 40 pt28.jpg,1,1,2,1.0,0.0,0.0,1.0
AO1 Lithium 5-1 25,AO1 Lithium 5-1 25 pt96.jpg,eggs1countAO1 Lithium 5-1 25 pt96.jpg,eggs1countAO1 Lithium 5-1 25 pt96.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 15,CO1 Lithium 5-1 15 pt57.jpg,eggs3countCO1 Lithium 5-1 15 pt57.jpg,eggs3countCO1 Lithium 5-1 15 pt57.jpg,3,3,2,3.0,0.0,0.0,1.0
ACO1 Lithium 5-1 6,ACO1 Lithium 5-1 6 pt32.jpg,eggs2countACO1 Lithium 5-1 6 pt32.jpg,eggs2countACO1 Lithium 5-1 6 pt32.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 26,NCO1 Lithium 5-1 26 pt8.jpg,eggs2countNCO1 Lithium 5-1 26 pt8.jpg,eggs2countNCO1 Lithium 5-1 26 pt8.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Lithium 5-1 14,CO1 Lithium 5-1 14 pt49.jpg,eggs8countCO1 Lithium 5-1 14 pt49.jpg,eggs6countCO1 Lithium 5-1 14 pt49.jpg,8,6,5,7.0,1.0,1.0,2.0
NCO1 Control 5-1 14,NCO1 Control 5-1 14 pt47.jpg,eggs1countNCO1 Control 5-1 14 pt47.jpg,eggs1countNCO1 Control 5-1 14 pt47.jpg,1,1,0,1.0,0.0,0.0,1.0
CO1 Lithium 5-1 3,CO1 Lithium 5-1 3 pt74.jpg,eggs1countCO1 Lithium 5-1 3 pt74.jpg,eggs1countCO1 Lithium 5-1 3 pt74.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 5,CO1 Lithium 5-1 5 pt88.jpg,eggs2countCO1 Lithium 5-1 5 pt88.jpg,eggs2countCO1 Lithium 5-1 5 pt88.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 11,NCO1 Lithium 5-1 11 pt77.jpg,eggs4countNCO1 Lithium 5-1 11 pt77.jpg,eggs4countNCO1 Lithium 5-1 11 pt77.jpg,4,4,5,4.0,0.0,0.0,1.0
CO1 Control 5-1 43,CO1 Control 5-1 43 pt58.jpg,eggs2countCO1 Control 5-1 43 pt58.jpg,eggs2countCO1 Control 5-1 43 pt58.jpg,2,2,1,2.0,0.0,0.0,1.0
NCO1 Lithium 5-1 33,NCO1 Lithium 5-1 33 pt55.jpg,eggs3countNCO1 Lithium 5-1 33 pt55.jpg,eggs2countNCO1 Lithium 5-1 33 pt55.jpg,3,2,2,2.5,0.5,0.5,0.5
CO1 Lithium 5-1 3,CO1 Lithium 5-1 3 pt29.jpg,eggs2countCO1 Lithium 5-1 3 pt29.jpg,eggs1countCO1 Lithium 5-1 3 pt29.jpg,2,1,1,1.5,0.5,0.5,0.5
CO1 Lithium 5-1 50,CO1 Lithium 5-1 50 pt86.jpg,eggs3countCO1 Lithium 5-1 50 pt86.jpg,eggs2countCO1 Lithium 5-1 50 pt86.jpg,3,2,3,2.5,0.5,0.5,0.5
AO1 Control 5-1 39,AO1 Control 5-1 39 pt58.jpg,eggs1countAO1 Control 5-1 39 pt58.jpg,eggs1countAO1 Control 5-1 39 pt58.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 16,ACO1 Lithium 5-1 16 pt65.jpg,eggs1countACO1 Lithium 5-1 16 pt65.jpg,eggs1countACO1 Lithium 5-1 16 pt65.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 49,NCO1 Lithium 5-1 49 pt73.jpg,eggs3countNCO1 Lithium 5-1 49 pt73.jpg,eggs3countNCO1 Lithium 5-1 49 pt73.jpg,3,3,3,3.0,0.0,0.0,0.0
CO1 Lithium 5-1 1,CO1 Lithium 5-1 1 pt18.jpg,eggs4countCO1 Lithium 5-1 1 pt18.jpg,eggs5countCO1 Lithium 5-1 1 pt18.jpg,4,5,3,4.5,0.5,0.5,1.5
AO1 Control 5-1 36,AO1 Control 5-1 36 pt51.jpg,eggs2countAO1 Control 5-1 36 pt51.jpg,eggs1countAO1 Control 5-1 36 pt51.jpg,2,1,2,1.5,0.5,0.5,0.5
CO1 Control 5-1 10,CO1 Control 5-1 10 pt76.jpg,eggs2countCO1 Control 5-1 10 pt76.jpg,eggs2countCO1 Control 5-1 10 pt76.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 17,NCO1 Lithium 5-1 17 pt24.jpg,eggs1countNCO1 Lithium 5-1 17 pt24.jpg,eggs1countNCO1 Lithium 5-1 17 pt24.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 38,AO1 Control 5-1 38 pt62.jpg,eggs1countAO1 Control 5-1 38 pt62.jpg,eggs1countAO1 Control 5-1 38 pt62.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 3,CO1 Control 5-1 3 pt57.jpg,eggs4countCO1 Control 5-1 3 pt57.jpg,eggs3countCO1 Control 5-1 3 pt57.jpg,4,3,2,3.5,0.5,0.5,1.5
NCO1 Lithium 5-1 44,NCO1 Lithium 5-1 44 pt53.jpg,eggs2countNCO1 Lithium 5-1 44 pt53.jpg,eggs2countNCO1 Lithium 5-1 44 pt53.jpg,2,2,2,2.0,0.0,0.0,0.0
AO1 Lithium 5-1 45,AO1 Lithium 5-1 45 pt58.jpg,eggs1countAO1 Lithium 5-1 45 pt58.jpg,eggs1countAO1 Lithium 5-1 45 pt58.jpg,1,1,2,1.0,0.0,0.0,1.0
ACO1 Control 5-1 31,ACO1 Control 5-1 31 pt35.jpg,eggs3countACO1 Control 5-1 31 pt35.jpg,eggs3countACO1 Control 5-1 31 pt35.jpg,3,3,4,3.0,0.0,0.0,1.0
CO1 Lithium 5-1 1,CO1 Lithium 5-1 1 pt14.jpg,eggs5countCO1 Lithium 5-1 1 pt14.jpg,eggs5countCO1 Lithium 5-1 1 pt14.jpg,5,5,5,5.0,0.0,0.0,0.0
NCO1 Control 5-1 1,NCO1 Control 5-1 1 pt39.jpg,eggs2countNCO1 Control 5-1 1 pt39.jpg,eggs2countNCO1 Control 5-1 1 pt39.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Control 5-1 42,CO1 Control 5-1 42 pt22.jpg,eggs6countCO1 Control 5-1 42 pt22.jpg,eggs3countCO1 Control 5-1 42 pt22.jpg,6,3,3,4.5,1.5,1.5,1.5
NCO1 Lithium 5-1 45,NCO1 Lithium 5-1 45 pt86.jpg,eggs1countNCO1 Lithium 5-1 45 pt86.jpg,eggs1countNCO1 Lithium 5-1 45 pt86.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Lithium 5-1 37,AO1 Lithium 5-1 37 pt27.jpg,eggs2countAO1 Lithium 5-1 37 pt27.jpg,eggs2countAO1 Lithium 5-1 37 pt27.jpg,2,2,2,2.0,0.0,0.0,0.0
AO1 Lithium 5-1 43,AO1 Lithium 5-1 43 pt29.jpg,eggs3countAO1 Lithium 5-1 43 pt29.jpg,eggs2countAO1 Lithium 5-1 43 pt29.jpg,3,2,2,2.5,0.5,0.5,0.5
NCO1 Lithium 5-1 13,NCO1 Lithium 5-1 13 pt58.jpg,eggs5countNCO1 Lithium 5-1 13 pt58.jpg,eggs5countNCO1 Lithium 5-1 13 pt58.jpg,5,5,4,5.0,0.0,0.0,1.0
CO1 Control 5-1 14,CO1 Control 5-1 14 pt84.jpg,eggs3countCO1 Control 5-1 14 pt84.jpg,eggs3countCO1 Control 5-1 14 pt84.jpg,3,3,2,3.0,0.0,0.0,1.0
AO1 Lithium 5-1 9,AO1 Lithium 5-1 9 pt32.jpg,eggs1countAO1 Lithium 5-1 9 pt32.jpg,eggs1countAO1 Lithium 5-1 9 pt32.jpg,1,1,2,1.0,0.0,0.0,1.0
NCO1 Lithium 5-1 18,NCO1 Lithium 5-1 18 pt47.jpg,eggs3countNCO1 Lithium 5-1 18 pt47.jpg,eggs2countNCO1 Lithium 5-1 18 pt47.jpg,3,2,3,2.5,0.5,0.5,0.5
ACO1 Lithium 5-1 3,ACO1 Lithium 5-1 3 pt16.jpg,eggs3countACO1 Lithium 5-1 3 pt16.jpg,eggs2countACO1 Lithium 5-1 3 pt16.jpg,3,2,3,2.5,0.5,0.5,0.5
ACO1 Control 5-1 39,ACO1 Control 5-1 39 pt94.jpg,eggs3countACO1 Control 5-1 39 pt94.jpg,eggs1countACO1 Control 5-1 39 pt94.jpg,3,1,2,2.0,1.0,1.0,0.0
CO1 Lithium 5-1 23,CO1 Lithium 5-1 23 pt85.jpg,eggs4countCO1 Lithium 5-1 23 pt85.jpg,eggs4countCO1 Lithium 5-1 23 pt85.jpg,4,4,4,4.0,0.0,0.0,0.0
NCO1 Control 5-1 29,NCO1 Control 5-1 29 pt64.jpg,eggs3countNCO1 Control 5-1 29 pt64.jpg,eggs3countNCO1 Control 5-1 29 pt64.jpg,3,3,4,3.0,0.0,0.0,1.0
NCO1 Lithium 5-1 40,NCO1 Lithium 5-1 40 pt57.jpg,eggs1countNCO1 Lithium 5-1 40 pt57.jpg,eggs1countNCO1 Lithium 5-1 40 pt57.jpg,1,1,2,1.0,0.0,0.0,1.0
NCO1 Lithium 5-1 15,NCO1 Lithium 5-1 15 pt96.jpg,eggs2countNCO1 Lithium 5-1 15 pt96.jpg,eggs2countNCO1 Lithium 5-1 15 pt96.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Control 5-1 2,NCO1 Control 5-1 2 pt43.jpg,eggs9countNCO1 Control 5-1 2 pt43.jpg,eggs7countNCO1 Control 5-1 2 pt43.jpg,9,7,5,8.0,1.0,1.0,3.0
ACO1 Lithium 5-1 18,ACO1 Lithium 5-1 18 pt84.jpg,eggs2countACO1 Lithium 5-1 18 pt84.jpg,eggs2countACO1 Lithium 5-1 18 pt84.jpg,2,2,3,2.0,0.0,0.0,1.0
CO1 Lithium 5-1 47,CO1 Lithium 5-1 47 pt73.jpg,eggs7countCO1 Lithium 5-1 47 pt73.jpg,eggs5countCO1 Lithium 5-1 47 pt73.jpg,7,5,5,6.0,1.0,1.0,1.0
NCO1 Lithium 5-1 50,NCO1 Lithium 5-1 50 pt52.jpg,eggs4countNCO1 Lithium 5-1 50 pt52.jpg,eggs4countNCO1 Lithium 5-1 50 pt52.jpg,4,4,4,4.0,0.0,0.0,0.0
NCO1 Control 5-1 4,NCO1 Control 5-1 4 pt17.jpg,eggs1countNCO1 Control 5-1 4 pt17.jpg,eggs1countNCO1 Control 5-1 4 pt17.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 5,NCO1 Lithium 5-1 5 pt64.jpg,eggs1countNCO1 Lithium 5-1 5 pt64.jpg,eggs1countNCO1 Lithium 5-1 5 pt64.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 25,NCO1 Control 5-1 25 pt67.jpg,eggs3countNCO1 Control 5-1 25 pt67.jpg,eggs2countNCO1 Control 5-1 25 pt67.jpg,3,2,2,2.5,0.5,0.5,0.5
NCO1 Lithium 5-1 12,NCO1 Lithium 5-1 12 pt77.jpg,eggs1countNCO1 Lithium 5-1 12 pt77.jpg,eggs1countNCO1 Lithium 5-1 12 pt77.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 19,CO1 Lithium 5-1 19 pt49.jpg,eggs1countCO1 Lithium 5-1 19 pt49.jpg,eggs1countCO1 Lithium 5-1 19 pt49.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 3,CO1 Control 5-1 3 pt36.jpg,eggs3countCO1 Control 5-1 3 pt36.jpg,eggs3countCO1 Control 5-1 3 pt36.jpg,3,3,2,3.0,0.0,0.0,1.0
AO1 Control 5-1 22,AO1 Control 5-1 22 pt28.jpg,eggs4countAO1 Control 5-1 22 pt28.jpg,eggs3countAO1 Control 5-1 22 pt28.jpg,4,3,4,3.5,0.5,0.5,0.5
CO1 Lithium 5-1 26,CO1 Lithium 5-1 26 pt43.jpg,eggs1countCO1 Lithium 5-1 26 pt43.jpg,eggs1countCO1 Lithium 5-1 26 pt43.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Control 5-1 32,ACO1 Control 5-1 32 pt66.jpg,eggs1countACO1 Control 5-1 32 pt66.jpg,eggs1countACO1 Control 5-1 32 pt66.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 8,NCO1 Lithium 5-1 8 pt45.jpg,eggs1countNCO1 Lithium 5-1 8 pt45.jpg,eggs1countNCO1 Lithium 5-1 8 pt45.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 20,AO1 Control 5-1 20 pt72.jpg,eggs2countAO1 Control 5-1 20 pt72.jpg,eggs2countAO1 Control 5-1 20 pt72.jpg,2,2,2,2.0,0.0,0.0,0.0
ACO1 Control 5-1 14,ACO1 Control 5-1 14 pt17.jpg,eggs2countACO1 Control 5-1 14 pt17.jpg,eggs2countACO1 Control 5-1 14 pt17.jpg,2,2,1,2.0,0.0,0.0,1.0
CO1 Lithium 5-1 5,CO1 Lithium 5-1 5 pt36.jpg,eggs2countCO1 Lithium 5-1 5 pt36.jpg,eggs2countCO1 Lithium 5-1 5 pt36.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Control 5-1 44,CO1 Control 5-1 44 pt61.jpg,eggs1countCO1 Control 5-1 44 pt61.jpg,eggs1countCO1 Control 5-1 44 pt61.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 6,CO1 Lithium 5-1 6 pt35.jpg,eggs9countCO1 Lithium 5-1 6 pt35.jpg,eggs8countCO1 Lithium 5-1 6 pt35.jpg,9,8,7,8.5,0.5,0.5,1.5
NCO1 Lithium 5-1 44,NCO1 Lithium 5-1 44 pt27.jpg,eggs1countNCO1 Lithium 5-1 44 pt27.jpg,eggs1countNCO1 Lithium 5-1 44 pt27.jpg,1,1,2,1.0,0.0,0.0,1.0
NCO1 Control 5-1 33,NCO1 Control 5-1 33 pt67.jpg,eggs4countNCO1 Control 5-1 33 pt67.jpg,eggs4countNCO1 Control 5-1 33 pt67.jpg,4,4,2,4.0,0.0,0.0,2.0
ACO1 Lithium 5-1 46,ACO1 Lithium 5-1 46 pt66.jpg,eggs4countACO1 Lithium 5-1 46 pt66.jpg,eggs3countACO1 Lithium 5-1 46 pt66.jpg,4,3,3,3.5,0.5,0.5,0.5
NCO1 Control 5-1 23,NCO1 Control 5-1 23 pt65.jpg,eggs3countNCO1 Control 5-1 23 pt65.jpg,eggs3countNCO1 Control 5-1 23 pt65.jpg,3,3,3,3.0,0.0,0.0,0.0
ACO1 Lithium 5-1 17,ACO1 Lithium 5-1 17 pt22.jpg,eggs2countACO1 Lithium 5-1 17 pt22.jpg,eggs1countACO1 Lithium 5-1 17 pt22.jpg,2,1,1,1.5,0.5,0.5,0.5
NCO1 Lithium 5-1 39,NCO1 Lithium 5-1 39 pt54.jpg,eggs2countNCO1 Lithium 5-1 39 pt54.jpg,eggs2countNCO1 Lithium 5-1 39 pt54.jpg,2,2,1,2.0,0.0,0.0,1.0
NCO1 Lithium 5-1 36,NCO1 Lithium 5-1 36 pt75.jpg,eggs7countNCO1 Lithium 5-1 36 pt75.jpg,eggs4countNCO1 Lithium 5-1 36 pt75.jpg,7,4,6,5.5,1.5,1.5,0.5
NCO1 Lithium 5-1 4,NCO1 Lithium 5-1 4 pt56.jpg,eggs2countNCO1 Lithium 5-1 4 pt56.jpg,eggs2countNCO1 Lithium 5-1 4 pt56.jpg,2,2,2,2.0,0.0,0.0,0.0
ACO1 Control 5-1 7,ACO1 Control 5-1 7 pt74.jpg,eggs2countACO1 Control 5-1 7 pt74.jpg,eggs2countACO1 Control 5-1 7 pt74.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Control 5-1 37,NCO1 Control 5-1 37 pt77.jpg,eggs4countNCO1 Control 5-1 37 pt77.jpg,eggs4countNCO1 Control 5-1 37 pt77.jpg,4,4,3,4.0,0.0,0.0,1.0
